Paket;NOPEN;NAMA KANTOR;NOPEN INDUK;REGIONAL;JENIS KANTOR;Status PSO;ALAMAT;PROVINSI;LATITUDE;LONGITUDE
PAKET 4;59152;Wedarijaksa;59100;REGIONAL 4;KCP;LPU 2024;Ds. Jetak Wedarijaksa, Kel. Jetak, Kec. Wedarijaksa, Pati;Jawa Tengah;-6.679.432;111.077.142
PAKET 4;59153;Trangkil;59100;REGIONAL 4;KCP;LPU 2024;Jl. Pasar Trangkil, Kel. Trangkil, Kec. Trangkil, Pati;Jawa Tengah;-666.923.014.537.379;111.072.462.817.467
PAKET 4;59157;Cluwak;59100;REGIONAL 4;KCP;LPU 2024;Jl. Raya Tayu Jepara, Kel. Ngablak, Kec. Cluwak, Pati;Jawa Tengah;-65.345.592.090.263;110.983.929.313.631
PAKET 4;59158;Dukuhseti;59100;REGIONAL 4;KCP;LPU 2024;Jl. Raya Alasdowo, Kel. Alasdowo, Kec. Dukuhseti, Pati;Jawa Tengah;-647.642.247.883.808;111.037.681.965.033
PAKET 4;59161;Tlogowungu;59100;REGIONAL 4;KCP;LPU 2024;Jl. Raya Pertigaan Tlogorejo Tlogowungu Pati;Jawa Tengah;-670.817.728.437.015;111.016.335.381.379
PAKET 4;59162;Gembong;59100;REGIONAL 4;KCP;LPU 2024;Jl. Raya Pati Colo Gembong Gembong Pati;Jawa Tengah;-670.758.676.740.815;110.940.195.787.301
PAKET 4;59163;Margorejo;59100;REGIONAL 4;KCP;LPU 2024;Jl. KUD Margorejo Margorejo Margorejo Pati;Jawa Tengah;-67.672.146.126.333;111.010.492.708.429
PAKET 4;59171;Kayen;59100;REGIONAL 4;KCP;LPU 2024;Jl. Perhutani Kayen Kayen Kayen Pati;Jawa Tengah;-6.892.726;110.986.765
PAKET 4;59172;Sukolilo;59100;REGIONAL 4;KCP;LPU 2024;Jl. Raya Sukolilo-Pati Km. 27 Sukolilo Sukolilo Pati;Jawa Tengah;-693.047.209.311.852;110.918.203.540.638
PAKET 4;59173;Gabus;59100;REGIONAL 4;KCP;LPU 2024;Jl. Raya Gabus Gabus Gabus Pati;Jawa Tengah;-683.134.883.637.041;11.105.265.831.037
PAKET 4;59174;Tambakromo;59100;REGIONAL 4;KCP;LPU 2024;Jl. Raya Tambakromo Tambakromo Tambakromo Pati;Jawa Tengah;-687.670.573.948.559;111.045.040.789.658
PAKET 4;59181;Winong;59100;REGIONAL 4;KCP;LPU 2024;Jl. Raya Winong Winong Winong Pati;Jawa Tengah;-680.923.269.212.446;111.100.208.644.571
PAKET 4;59182;Jakenan;59100;REGIONAL 4;KCP;LPU 2024;Jl. Raya Jakenan Jakenan Jakenan Pati;Jawa Tengah;-676.141.932.152.811;111.163.465.106.177
PAKET 4;59183;Pucakwangi;59100;REGIONAL 4;KCP;LPU 2024;Jl. Raya Pucakwangi Pucakwangi Pucakwangi Pati;Jawa Tengah;-683.670.853.752.612;111.169.966.034.186
PAKET 4;59184;Jaken;59100;REGIONAL 4;KCP;LPU 2024;Depan Balai Desa Sumberejo Sumberejo Jaken Pati;Jawa Tengah;-677.239.316.641.072;111.225.414.239.908
PAKET 4;59254;Sulang;59100;REGIONAL 4;KCP;LPU 2024;Jl. Raya Blora KM 7 Sulang, Kel. Sulang, Kec. Sulang, Rembang;Jawa Tengah;-679.794.031.615.774;111.375.380.551.226
PAKET 4;59264;Sedan;59100;REGIONAL 4;KCP;LPU 2024;Jl. Raya Kragan No. 3 Sedan, Kel. Sedan, Kec. Sedan, Rembang;Jawa Tengah;-676.834.463.151.389;11.157.382.199.242
PAKET 4;59265;Sale;59100;REGIONAL 4;KCP;LPU 2024;Jl. Raya Sale Blora Sale, Kel. Sale, Kec. Sale, Rembang;Jawa Tengah;-686.264.375.954.146;11.160.338.987.542
PAKET 4;59272;Sluke;59100;REGIONAL 4;KCP;LPU 2024;Jl. Raya Sluke, Kel. Sluke, Kec. Sluke, Rembang;Jawa Tengah;-663.463.903.903.015;111.503.526.379.221
PAKET 4;59274;Sarang;59100;REGIONAL 4;KCP;LPU 2024;Jl. Raya Sarang Bajing, Kel. Meduro, Kec. Sarang, Rembang;Jawa Tengah;-673.680.783.186.014;111.668.707.576.065
PAKET 4;59361;Kaliwungukudus;59300;REGIONAL 4;KCP;LPU 2024;Jl. Raya Kudus-Jepara Km.5, Kel. Tersono, Kec. Kaliwungu, Kudus;Jawa Tengah;-6.798.826;110.814.319
PAKET 4;59371;Jati;59300;REGIONAL 4;KCP;Non LPU;Jl. Tanjungkarang Kudus, Kel. Tanjung Karang, Kec. Jati, Kudus;Jawa Tengah;-6.836.442;110.832.204
PAKET 4;59381;Mejobo;59300;REGIONAL 4;KCP;LPU 2024;Jl. Jayakusumo Mejobo, Kel. Mejobo, Kec. Mejobo, Kudus;Jawa Tengah;-6.830.515;11.089.122
PAKET 4;59452;Mlonggo;59400;REGIONAL 4;KCP;LPU 2024;Jl. Raya Mlonggo, Kel. Jambu, Kec. Mlonggo, Jepara;Jawa Tengah;-6.527.181.948.181;110.707.704.352.304
PAKET 4;59461;Batealit;59400;REGIONAL 4;KCP;LPU 2024;Jl. Raya Batealit, Kel. Mindahan, Kec. Batealit, Jepara;Jawa Tengah;-663.161.195.024.808;110.753.001.961.592
