Paket;NOPEN;NAMA KANTOR;NOPEN INDUK;REGIONAL;JENIS KANTOR;Status PSO;ALAMAT;PROVINSI;LATITUDE;LONGITUDE
PAKET 3A;36361;Kenaliasam;36000;REGIONAL 1;KCP;LPU 2024;Jl. Surya Darma, Kel. Kenaliasam Bawah, Kec. Kota Baru, Jambi;Jambi;-1.651.495;103.600.873
PAKET 3A;36365;Sungaibahar;36000;REGIONAL 1;KCP;LPU 2024;Jl. Popo Natawijaya, Kel. Sukamakmur, Kec. Sungai Bahar, Muaro Jambi;Jambi;-1.967.035;103.430.693
PAKET 3A;36554;Merlung;36000;REGIONAL 1;KCP;LPU 2024;Jl. Pinang Gading SP-5 Merlung, Kel. Merlung Tanjung, Kec. Jabung Barat, Jambi;Jambi;-126.512.088.571.013;103.051.586.278.854
PAKET 3A;36653;Muaratembesi;36000;REGIONAL 1;KCP;LPU 2024;Jl. Sarolangun, Kel. Kampung Baru, Kec. Muara Tembesi, Batanghari Jambi;Jambi;-172.629.711.856.054;103.136.381.637.261
PAKET 3A;36121A;Jambisipin;36000;REGIONAL 1;KCP;Non LPU;Jl. Slamet Riyadi, Kel. Sungai Putri, Kec. Telanai Pura, Jambi;Jambi;-1.602.866;103.639.166
PAKET 3A;36127A;Jambikotabaru;36000;REGIONAL 1;KCP;Non LPU;Jl. Pangeran Hidayat, Kel. Sukakarya, Kec. Kota Baru, Jambi;Jambi;-1.620.389;103.603.684
PAKET 3A;36132A;Jambithehok;36000;REGIONAL 1;KCP;Non LPU;Jl. Kol. Pol. M. Thaher, Kel. Wijayapura, Kec. Jambi Selatan, Jambi;Jambi;-1.616.924;103.630.444
PAKET 3A;36147A;Jambitimur;36000;REGIONAL 1;KCP;Non LPU;Jl. Pakubuwono, Kel. Tanjung Pinang, Kec. Jambi Timur, Jambi;Jambi;-1.595.204;103.632.283
PAKET 3A;37163;Kayuaro;37100;REGIONAL 1;KCP;LPU 2024;Jl. Muradi Km. 37, Kel. Bedeng VIII, Kec. Kayuaro Kerinci, Jambi;Jambi;-18.171.881;10.125.566
PAKET 3A;37252;Kuamangkuning;37200;REGIONAL 1;KCP;LPU 2024;Jl. Batang Hari No. 1, Kel. Purwasari, Kec. Pelepat Ilir, Bungo Jambi;Jambi;-1.616.777;10.235.201
PAKET 3A;37253;Rimbobujang;37200;REGIONAL 1;KCP;Non LPU;Jl. Pahlawan No. 130, Kel. Wirotho Agung, Kec. Rimbo Bujang, Tebo Jambi;Jambi;-1.310.925;102.106.384
PAKET 3A;37271;Muaratebo;37200;REGIONAL 1;KCP;Non LPU;Jl. Kantor Pos No. 1, Kel. Pasar Muara Tebo, Kec. Tebo Tengah, Tebo Jambi;Jambi;-1.492.177;102.445.121
PAKET 3A;37272;Sungaibengkal;37200;REGIONAL 1;KCP;Non LPU;Jl. Raya Jambi - Muarabungo, Kel. Sungai Bengkal, Kec. Tebo Ilir, Tebo Jambi;Jambi;-1.542.095;102.721.037
PAKET 3A;37353;Rantaupanjangtabir;37200;REGIONAL 1;KCP;LPU 2024;Jl. Merdeka No. 67, Kel. Pasar Rantau, Kec. Panjang Tabir, Merangin Jambi;Jambi;-184.049;102.299.735
PAKET 3A;37357;Pasarpamenang;37200;REGIONAL 1;KCP;LPU 2024;Jl. Kesehatan Pamenang Pamenang Merangin Jambi;Jambi;-211.827.468.413.784;102.519.059.516.671
PAKET 3A;37361;Sungaimanau;37200;REGIONAL 1;KCP;LPU 2024;Jl. Raya Sungaipenuh - Jambi, Kel. Sungaimanau, Kec. Sungaimanau, Kec. Merangin Jambi;Jambi;-2.112.209;101.993.667
PAKET 3A;37381;Sarulangunjambi;37200;REGIONAL 1;KCP;Non LPU;Jl. Moh. Hatta No. 51 Pasar Sarolangun, Kel. Sarolangun, Kec. Sarolangun, Jambi;Jambi;-2.303.983;102.723.461
PAKET 3A;37382;Singkut;37200;REGIONAL 1;KCP;LPU 2024;Jl. Kantor Pos No. 53, Kel. Sungai Benteng, Kec. Pelawan Singkut, Sarolangun Jambi;Jambi;-2.503.644;102.711.546
PAKET 3A;38364;Medanjayaipuh;38000;REGIONAL 1;KCP;LPU 2024;Jl. Raya Medan Jaya Ipuh, Kel. Medan Jaya, Kec. Muko Muko Selatan, Muko Muko Bengkulu;Bengkulu;-3.792.067;102.261.996
PAKET 3A;38365;Mukomuko;38000;REGIONAL 1;KCP;LPU 2024;Jl. Sudirman No. 32, Kel. Pasar Muko Muko, Kec. Muko Muko, Muko Muko Bengkulu;Bengkulu;-2.584.207;101.120.063
PAKET 3A;38366;Pondoksuguh;38000;REGIONAL 1;KCP;LPU 2024;Jl. Raflesia No. 59, Kel. Pondok Suguh, Kec. Pondok Suguh, Muko Muko Bengkulu;Bengkulu;-2.823.515;101.391.338
PAKET 3A;38367;Lubukpinang;38000;REGIONAL 1;KCP;LPU 2024;Jl. Raya Lubuk Pinang, Kel. Lubuk Pinang, Kec. Lubuk Pinang, Muko Muko Bengkulu;Bengkulu;-2.404.134;101.173.062
PAKET 3A;38368;Penarik;38000;REGIONAL 1;KCP;LPU 2024;Jl. Raya Penarik, Kel. Penarik Teras, Kec. Terunjam, Muko Muko Bengkulu;Bengkulu;-2.620.742;101.327.243
PAKET 3A;38371;Pekiknyaring;38000;REGIONAL 1;KCP;LPU 2024;Jl. Protokol No. 2 Pekik Nyaring Pondok Kelapa Bengkulu Utara Bengkulu;Bengkulu;-3.667.573;10.231.203
PAKET 3A;38385;Kembangseri;38000;REGIONAL 1;KCP;Non LPU;Jl. Raya Bengkulu - Curup Km. 13, Kel. Kembangseri, Kec. Talang Empat, Bengkulu Utara, Bengkulu;Bengkulu;-3.788.539;102.352.213
PAKET 3A;38561;Tanjungiman;38000;REGIONAL 1;KCP;LPU 2024;Desa Tanjung Iman, Kel. Tanjung Iman, Kec. Kaur Tengah, Kaur, Bengkulu;Bengkulu;-4.709.537;103.293.643
PAKET 3A;38563;Bintuhan;38000;REGIONAL 1;KCP;LPU 2024;Jl. Bandar Bintuhan Bandar, Kel. Kaur Selatan, Kec. Kaur, Bengkulu;Bengkulu;-4.793.743;103.347.418
PAKET 3A;38111A;Bengkulubarukoto;38000;REGIONAL 1;KCP;Non LPU;Jl. A. Yani No. 3 Bengkulu, Kel. Kampung Cina, Kec. Teluk, Segara Bengkulu;Bengkulu;-3.789.136;10.225.058
PAKET 3A;38126A;Bengkulubentiring;38000;REGIONAL 1;KCP;Non LPU;Jl. Dua Jalur Pos & Giro No. 2, Kel. Bentiring Muara, Kec. Bangkahulu, Bengkulu;Bengkulu;-3.758.989;10.229.784
PAKET 3A;38213A;Bengkulupadangkemiling;38000;REGIONAL 1;KCP;Non LPU;Jl. Dipati Payung Negara No. 106, Kel. Pekan Sabtu, Kec. Selebar, Bengkulu;Bengkulu;-3.854.738;102.335.302
PAKET 3A;38216A;Bengkulupulaubaai;38000;REGIONAL 1;KCP;Non LPU;Jl. Ir. Rustandi Sugianto No. 106 ., Kel. Kandang, Kec. Selebar, Bengkulu;Bengkulu;-3.864.136;102.312.708
PAKET 3A;38225A;Bengkulupadangharapan;38000;REGIONAL 1;KCP;Non LPU;Jl. Batanghari No. 50, Kel. Tanah Patah, Kec. Gading Cempaka, Bengkulu;Bengkulu;-3.816.771;102.277.269
PAKET 3A;38225B;Bengkululingkarbarat;38000;REGIONAL 1;KCP;Non LPU;Jl. Bhakti Husada No. 60, Kel. Jalan Gedang, Kec. Gading Cempaka, Bengkulu;Bengkulu;-383.637;102.303.613
PAKET 3A;38226A;Bengkululingkartimur;38000;REGIONAL 1;KCP;Non LPU;Jl. Semangka No. 2, Kel. Panorama, Kec. Gading Cempaka, Bengkulu;Bengkulu;-3.812.803;10.229.434
PAKET 3A;38229A;Bengkulusukamerindu;38000;REGIONAL 1;KCP;Non LPU;Jl. Irian No. 1, Kel. Suka Merindu, Kec. Teluk Segara, Bengkulu;Bengkulu;-3.786.494;10.226.939
PAKET 3A;38371A;Bengkuluuniversitas;38000;REGIONAL 1;KCP;Non LPU;Jl. Budi Utomo No. 111, Kel. Kandang Limun, Kec. Muara Bengkulu, Bengkulu;Bengkulu;-3.758.347;102.266.775
PAKET 3A;39164;Muaraaman;39100;REGIONAL 1;KCP;LPU 2024;Jl. Lapangan Hatta -, Kel. Lebong Utara, Kec. Lebong Utara, Bengkulu;Bengkulu;-3.122.666;102.200.436
PAKET 3A;39171;Ujanmas;39100;REGIONAL 1;KCP;LPU 2024;Jl. Curup - Kepahiang - Kel. Kepahiang, Kec. Kepahiang, Bengkulu;Bengkulu;-3.558.431;102.521.743
PAKET 3A;39172;Kepahiang;39100;REGIONAL 1;KCP;LPU 2024;Jl. Abu Hanifah -, Kel. Kepahiang, Kec. Kepahiang, Bengkulu;Bengkulu;-3.651.431;102.578.201
PAKET 3A;10110D;Jakartacentrumgambir;10000;REGIONAL 2;KCP;Non LPU;Jl. Letjen Suprapto no 58 B, RT.16/RW.5, Cemp. Baru, Kec. Kemayoran, Kota Jakarta Pusat;DKI Jakarta;-61.682.183;1.068.708.555
PAKET 3A;10130B;Jakartacentrumpembangunan;10000;REGIONAL 2;KCP;Non LPU;Jl. Pembangunan I, dalam, Kecamatan Gambir, Kota Jakarta Pusat;DKI Jakarta;-61.626.336;1.068.175.723
PAKET 3A;10150A;Jakartacentrumcideng;10000;REGIONAL 2;KCP;Non LPU;Jl. Musi No.7, RT.12/RW.2, Cideng, Kecamatan Gambir, Kota Jakarta Pusat;DKI Jakarta;-61.753.548;1.068.096.011
PAKET 3A;10210B;Jakartacentrumbri;10000;REGIONAL 2;KCP;Non LPU;Jl. Jend. Sudirman Kav. 44-46,, Plaza BRI, RT.13/RW.1, Bend. Hilir, Kecamatan Tanah Abang, Kota Jakarta Pusat;DKI Jakarta;-62.169.154;106.814.775
PAKET 3A;10220A;Jakartacentrumwismarajawali;10000;REGIONAL 2;KCP;Non LPU;Jalan Bendungan Hilir 3 RT. 011 / RW. 001, Bendungan Hilir, Tanah Abang, RT.11/RW.1, Bend. Hilir, Kecamatan Tanah Abang, Kota Jakarta Pusat;DKI Jakarta;-62.137.885;1.068.129.286
PAKET 3A;10220B;Jakartacentrumdharmalasakti;10000;REGIONAL 2;KCP;Non LPU;Jl. Jend. Sudirman No. 32 Jakarta Pusat;DKI Jakarta;-62.142.416;1.068.175.585
PAKET 3A;10270A;Jakartacentrumdpr;10000;REGIONAL 2;KCP;Non LPU;Gedung DPR/MPR, Jl. Gatot Subroto Jakarta Pusat;DKI Jakarta;-62.088.297;1.067.984.862
PAKET 3A;10270B;Jakartacentrummanggalawanabakti;10000;REGIONAL 2;KCP;Non LPU;Gedung Manggala Wanabakti, Jl. Gatot Subroto Jakarta Pusat;DKI Jakarta;-62.062.545;1.067.994.437
PAKET 3A;10270C;Jakartacentrumdepdikbud;10000;REGIONAL 2;KCP;Non LPU;Jl. Jend. Sudirman No. 9, Komplek Diknas Jakarta Pusat;DKI Jakarta;-62.257.883;1.068.022.955
PAKET 3A;10310A;Jakartacentrummenteng;10000;REGIONAL 2;KCP;Non LPU;Jl. Sumenep No. 9 Jakarta Pusat;DKI Jakarta;-6.200.147;106.826.022
PAKET 3A;10320B;Jakartacentrumdharmalamanulife;10000;REGIONAL 2;KCP;Non LPU;Gedung AGP LT. 1 No. 101, Jl. Pegangsaan Timur No.1, RT.4/RW.1, Cikini, Kec. Menteng, Kota Jakarta Pusa;DKI Jakarta;-61.971.973;1.068.409.601
PAKET 3A;10350A;Jakartacentrumsarinah;10000;REGIONAL 2;KCP;Non LPU;Jl. H. Agus Salim No.60, RT.8/RW.4, Gondangdia, Kec. Menteng, Kota Jakarta Pusat;DKI Jakarta;-61.879.288;1.068.250.458
PAKET 3A;10350B;Jakartacentrumnusantarabuilding;10000;REGIONAL 2;KCP;Non LPU;Jl. MH Thamrin Kav No.59, RT.9/RW.5, Gondangdia, Kec. Menteng, Kota Jakarta Pusat;DKI Jakarta;-61.921.897;1.068.253.967
PAKET 3A;10350D;Jakartacentrumpermataplaza;10000;REGIONAL 2;KCP;Non LPU;Jl. M.H. Thamrin No.51, RT.9/RW.5, Gondangdia, Kec. Menteng, Kota Jakarta Pusat;DKI Jakarta;-61.922.982;1.068.233.849
PAKET 3A;10430A;Jakartacentrumuniversitasindonesia;10000;REGIONAL 2;KCP;Non LPU;Jl. Salemba Raya, RT.3/RW.6, Kenari, Kec. Senen, Kota Jakarta Pusat;DKI Jakarta;-61.938.922;1.068.481.855
PAKET 3A;10510A;Jakartacentrumcempakaputih;10000;REGIONAL 2;KCP;Non LPU;Jl. Cempaka Putih Tengah XXVI, RT.16/RW.4, Cemp. Putih Tim., Kec. Cemp. Putih, Kota Jakarta Pusat;DKI Jakarta;-617.857;106.869.441
PAKET 3A;10570A;Jakartacentrumrawasari;10000;REGIONAL 2;KCP;Non LPU;Jl. Pramuka Sari III No.14, RT.14/RW.5, Rawasari, Kec. Cemp. Putih, Kota Jakarta Pusat;DKI Jakarta;-619.054.066.128.597;106.866.608.366.899
PAKET 3A;10640A;Jakartacentrumperunggu;10000;REGIONAL 2;KCP;Non LPU;Jl. Perunggu No.5, RT.5/RW.2, Harapan Mulya, Kec. Kemayoran, Kota Jakarta Pusat,;DKI Jakarta;-6.173.496;106.852.641
PAKET 3A;10640B;Jakartacentrumsumurbatu;10000;REGIONAL 2;KCP;Non LPU;Jl. Biduri Bulan No. 14 Jakarta Pusat;DKI Jakarta;-6.164.902;1.068.685.349
PAKET 3A;10720B;Jakartacentrumgunungsahari;10000;REGIONAL 2;KCP;Non LPU;Jl. Gn. Sahari No.11, RT.18/RW.3, Gn. Sahari Utara, Kecamatan Sawah Besar, Kota Jakarta Pusa;DKI Jakarta;-61.502.799;1.068.359.035
PAKET 3A;10730A;Jakartacentrummanggadua;10000;REGIONAL 2;KCP;Non LPU;Jalan Mangga Dua Dalam No.14, RT.3/RW.7, Mangga Dua Sel., Kecamatan Sawah Besar, Kota Jakarta Pusat;DKI Jakarta;-6.137.779;106.827.719
PAKET 3A;11210A;Jakartaoceaniatanahsareal;11000;REGIONAL 2;KCP;Non LPU;Jl. Pekapuran II No. 34  Kel. Tanah Sereal, Kec. Tambora, Jakarta Barat;DKI Jakarta;-656.735;106.805.016
PAKET 3A;11330A;Jakartaoceaniaangke;11000;REGIONAL 2;KCP;Non LPU;Jl. Angke Raya No. 31A, Kel. Angke, Kec. Tambora, Jakarta Barat;DKI Jakarta;-6.148.198;106.797.407
PAKET 3A;11410A;Jakartaoceaniaslipi;11000;REGIONAL 2;KCP;Non LPU;Jl. KS Tubun IV No. 34, Kel. Slipi, Kec. Palmerah, Jakarta Barat;DKI Jakarta;-6.197.065;10.680.265
PAKET 3A;11420A;Jakartaoceaniakotabambu;11000;REGIONAL 2;KCP;Non LPU;Jl. Kota Bambu Utara RT 05/04, Kel. Kota Bambu,Kec. Palmerah, Jakarta Barat;DKI Jakarta;-61.838;106.807.005
PAKET 3A;11440B;Jakartaoceaniatomang;11000;REGIONAL 2;KCP;Non LPU;Jl. Mandala Utara Raya No. 24, Kel. Tomang, Kec. Grogol Petamburan, Jakarta Barat;DKI Jakarta;-6.172.305;106.803.379
PAKET 3A;11460A;Jakartaoceaniajelembar;11000;REGIONAL 2;KCP;Non LPU;Jl. Perdana No. 3, Kel. Jelembar, Kec. Grogol Petamburan, Jakarta Barat;DKI Jakarta;-6.153.095;106.772.313
PAKET 3A;11460B;Jakartaoceaniadutamas;11000;REGIONAL 2;KCP;Non LPU;Jl. Komplek Perumahan Duta Mas, Kel. Jelambar Baru, Kec. Grogol Petamburan, Jakarta Barat;DKI Jakarta;-61.507;106.779.684
PAKET 3A;11470B;Jakartaoceaniatanjungdurenselatan;11000;REGIONAL 2;KCP;Non LPU;Jl. Lontar Raya No. 652, Kel. Tj.Duren Selatan, Kec. Grogol Petamburan, Jakarta Barat;DKI Jakarta;-6.182.835;1.067.814.673
PAKET 3A;11520C;Jakartaoceaniakedoyautara;11000;REGIONAL 2;KCP;Non LPU;Jl. Ratu Flamboyan Raya Kompl Taman Ratu, Kel. Kedoya Utara, Kec. Kebon Jeruk, Jakarta Barat;DKI Jakarta;-6.168.479;10.676.735
PAKET 3A;11550A;Jakartaoceaniakelapadua;11000;REGIONAL 2;KCP;Non LPU;Jl. Raya Kelapa Dua No. 33A RT 07/05, Kel. Kelapa Dua, Kebon Jeruk, Jakarta Barat;DKI Jakarta;-6.209.538;106.769.286
PAKET 3A;11560A;Jakartaoceaniasukabumiudik;11000;REGIONAL 2;KCP;Non LPU;Jl. KH Tohir RT 03/07, Kel. Sukabumi Udik, Kec. Kebon Jeruk, Jakarta Barat;DKI Jakarta;-6.224.716;106.768.287
PAKET 3A;11610B;Jakartaoceaniakembanganselatan;11000;REGIONAL 2;KCP;Non LPU;Jl. Raya Kembangan No. 16, Kel. Kembangan Barat, Kec. Kembangan, Jakarta Barat;DKI Jakarta;-6.176.862;106.745.018
PAKET 3A;11640A;Jakartaoceaniajoglo;11000;REGIONAL 2;KCP;Non LPU;Jl. Murni RT 01/02, Kel. Joglo, Kec. Kembangan, Jakarta Barat;DKI Jakarta;-6.218.473;106.729.358
PAKET 3A;11730A;Jakartaoceaniacengkareng;11000;REGIONAL 2;KCP;Non LPU;Jl. Bangun Nusa No. 14, Kel. Cengkareng, Kec. Cengkareng, Jakarta Barat;DKI Jakarta;-6.151.243;106.730.519
PAKET 3A;11730B;Jakartaoceaniacengkarengbarat;11000;REGIONAL 2;KCP;Non LPU;Jl. Utama Raya (Ktr Kelurahan), Kel. Cengkareng Barat, Kec. Cengkareng, Jakarta Barat;DKI Jakarta;-6.149.354;106.721.997
PAKET 3A;11750A;Jakartaoceaniadurikosambi;11000;REGIONAL 2;KCP;Non LPU;Jl. Raya Duri Kosambi RT 04/07, Kel. Duri Kosambi, Kec. Cengkareng, Jakarta Barat;DKI Jakarta;-6.164.825;106.724.916
PAKET 3A;11840B;Jakartaoceaniacitragarden-I;11000;REGIONAL 2;KCP;Non LPU;Kompl Citra Garden I Blok B No. 10, Kel. Pegadungan, Kec. Kalideres, Jakarta Barat;DKI Jakarta;-6.147.737;106.694.093
PAKET 3A;12140A;Jakartafloragandariautara;12000;REGIONAL 2;KCP;Non LPU;Jl. Haji Nawi Raya No. 1 Gandaria Utara Kebayoran Baru Jakarta Selatan;DKI Jakarta;-6.263.805;10.679.577
PAKET 3A;12180A;Jakartaflorarawabarat;12000;REGIONAL 2;KCP;Non LPU;Jl. Wolter Monginsidi No. 85, Kel. Rawa Barat, Kec. Kebayoran Baru, Jakarta Selatan;DKI Jakarta;-6.238.594;106.812.941
PAKET 3A;12230A;Jakartafloracipulir;12000;REGIONAL 2;KCP;Non LPU;Jl. Ciledug Raya No. 2 RT. 006/06, Kel. Cipulir, Kec. Kebayoran Lama, Jakarta Selatan;DKI Jakarta;-62.364.746;1.067.720.114
PAKET 3A;12430A;Jakartafloracilandak;12000;REGIONAL 2;KCP;Non LPU;Jl. Maritim No. 6, Kel. Cilandak Barat, Kec. Cilandak, Jakarta Selatan;DKI Jakarta;-6.284.686;106.794.879
PAKET 3A;12450A;Jakartaflorapondoklabu;12000;REGIONAL 2;KCP;Non LPU;Jl. Pinang II, Kel. Pondok Labu, Kec. Cilandak, Jakarta Selatan;DKI Jakarta;-6.310.274;106.796.935
PAKET 3A;12610A;Jakartafloralentengaagung;12000;REGIONAL 2;KCP;Non LPU;Jl. Agung Raya, Kel. Lenteng Agung, Kec. Jagakarsa, Jakarta Selatan;DKI Jakarta;-6.331.753;106.836.207
PAKET 3A;12730A;Jakartaflorakemang;12000;REGIONAL 2;KCP;Non LPU;Jl. Kemang Selatan No. 30, Kel. Bangka Mampang, Kec. Prapatan, Jakarta Selatan;DKI Jakarta;-6.265.268;106.819.746
PAKET 3A;12770A;Jakartaflorapengadegan;12000;REGIONAL 2;KCP;Non LPU;Jl. Kartika Raya No. 4 Pengadegan Pancoran Jakarta Selatan;DKI Jakarta;-6.248.085;106.852.491
PAKET 3A;12830A;Jakartaflorakebonbaru;12000;REGIONAL 2;KCP;Non LPU;Jl. Kebon Baru IV, Kel. Kebon Baru, Kec. Tebet, Jakarta Selatan;DKI Jakarta;-6.235.541;106.860.667
PAKET 3A;12840A;Jakartaflorabukitduri;12000;REGIONAL 2;KCP;Non LPU;Jl. Sawo Kecik No. 10, Kel. Bukit Duri, Kec. Tebet, Jakarta Selatan;DKI Jakarta;-6.224.484;1.068.591.616
PAKET 3A;12920A;Jakartaflorasetiabudi;12000;REGIONAL 2;KCP;Non LPU;Jl. Karet Raya, Kel. Karet, Kec. Setia Budi, Jakarta Selatan;DKI Jakarta;-6.210.972;106.826.591
PAKET 3A;12920B;Jakartaflorametropolitandua;12000;REGIONAL 2;KCP;Non LPU;Jl. Jendral Sudirman Kav. 29-31, Kel. Karet, Kec. Setia Budi, Jakarta Selatan;DKI Jakarta;-62.155.595;1.068.206.322
PAKET 3A;12920C;Jakartaflorasetiabudibld;12000;REGIONAL 2;KCP;Non LPU;Jl. HR. Rasuna Said Kav. 26, Kel. Karet, Kec. Setia Budi, Jakarta Selatan;DKI Jakarta;-62.163.413;1.068.298.874
PAKET 3A;12980A;Jakartafloraguntur;12000;REGIONAL 2;KCP;Non LPU;Jl. Guntur No. 10, Kel. Guntur,Kec. Setia Budi, Jakarta Selatan;DKI Jakarta;-6.206.841;106.838.229
PAKET 3A;13110A;Jakartapremierpisanganbaru;13000;REGIONAL 2;KCP;Non LPU;Jl. Raya Pisangan Baru Tengah No. 14, Kel. Pisangan Baru, Kec. Matraman, Jakarta Timur;DKI Jakarta;-6.210.347;106.867.204
PAKET 3A;13220A;Jakartapremierjatirawamangun;13000;REGIONAL 2;KCP;Non LPU;Jl. Pilo Asem Utara XII, Kel. Jati, Kec. Pulo Gadung, Jakarta Timur;DKI Jakarta;-6.188.357;106.896.838
PAKET 3A;13220B;Jakartapremierrawamangun;13000;REGIONAL 2;KCP;Non LPU;Jl. Mustika Jaya X Rawamangun, Kel. Rawamangun, Kec. Pulo Gadung, Jakarta Timur;DKI Jakarta;-6.197.826;106.889.408
PAKET 3A;13260A;Jakartapremierpulogadung;13000;REGIONAL 2;KCP;Non LPU;Jl. Taruna Kayumas Pulogadung, Kel. Pulo Gadung, Kec. Pulo Gadung, Jakarta Timur;DKI Jakarta;-61.809;106.901.604
PAKET 3A;13340A;Jakartapremiercipinangcempedak;13000;REGIONAL 2;KCP;Non LPU;Jl. Raya Gg Langgar, Kel. Cipinang, Kec. Cempedak Jatinegara, Jakarta Timur;DKI Jakarta;-6.234.282;106.874.475
PAKET 3A;13460B;Jakartapremierpondokkopi;13000;REGIONAL 2;KCP;Non LPU;Jl. Robusta Raya, Kel. Pondok Kopi, Kec. Duren Sawit, Jakarta Timur;DKI Jakarta;-6.228.153;106.943.699
PAKET 3A;13470A;Jakartapremierklender;13000;REGIONAL 2;KCP;Non LPU;Jl. Tanah No. 80, Kel. Klender, Kec. Duren Sawit, Jakarta Timur;DKI Jakarta;-6.219.639;106.900.872
PAKET 3A;13520A;Jakartapremierbatuampar;13000;REGIONAL 2;KCP;Non LPU;Jl. Batu Ampar Raya, Kel. Batu Ampar, Kec. Kramatjati, Jakarta Timur;DKI Jakarta;-6.291.856;106.856.272
PAKET 3A;13550A;Jakartapremierkampungdukuh;13000;REGIONAL 2;KCP;Non LPU;Jl. Dukuh, Kel. Kampung Dukuh, Kec. Kramatjati, Jakarta Timur;DKI Jakarta;-6.291.821;106.875.765
PAKET 3A;13560B;Jakartapremierpinangranti;13000;REGIONAL 2;KCP;Non LPU;Jl. Raya Pondok Gede No. 3, Kel. Pinang Ranti, Kec. Makasar, Jakarta Timur;DKI Jakarta;-6.284.521;106.906.981
PAKET 3A;13610A;Jakartapremierhalim;13000;REGIONAL 2;KCP;Non LPU;Jl. Skuadron, Kel. Halim Perdana K, Kec. Makasar, Jakarta Timur;DKI Jakarta;-6.250.994;106.889.242
PAKET 3A;13620A;Jakartapremiercipinangmelayu;13000;REGIONAL 2;KCP;Non LPU;Jl. Komplek AU Jatiwaringin, Kel. Cipinang Melayu, Kec. Makasar, Jakarta Timur;DKI Jakarta;-6.255.046;106.910.442
PAKET 3A;13630A;Jakartapremiercawang;13000;REGIONAL 2;KCP;Non LPU;Jl. Menjid Bendungan Cawang, Kel. Cawang, Kec. Kramatjati, Jakarta Timur;DKI Jakarta;-6.251.319;106.867.937
PAKET 3A;13910A;Jakartapremiercakung;13000;REGIONAL 2;KCP;Non LPU;Jl. Raya Tipar Cakung, Kel. Cakung Barat, Kec. Cakung, Jakarta Timur;DKI Jakarta;-6.178.667;106.934.863
PAKET 3A;13950A;Jakartapremierpulogebang;13000;REGIONAL 2;KCP;Non LPU;Jl. Pulo Gebang, Kel. Pulo Gebang, Kec. Cakung, Jakarta Timur;DKI Jakarta;-6.218.266;106.953.498
PAKET 3A;14120A;Jakartapremiercilincing;14000;REGIONAL 2;KCP;Non LPU;Jl. Raya Sungai Landak No. 25, Kel. Cilincing, Kec. Cilincing, Jakarta Utara;DKI Jakarta;-6.123.604;106.892.121
PAKET 3A;14240A;Jakartapremierkelapagadingbarat;14000;REGIONAL 2;KCP;Non LPU;Jl. Tambah I No. 5, Kel. Kelapa Gading Barat, Kec. Kelapa Gading, Jakarta Utara;DKI Jakarta;-6.163.019;106.885.293
PAKET 3A;14270A;Jakartapremierlagoa;14000;REGIONAL 2;KCP;Non LPU;Jl. Mangga No. 45 Jakarta Utara, Kel. Lagoa, Kec. Koja, Jakarta Utara;DKI Jakarta;-611.775;10.691.084
PAKET 3A;14340D1;LE Warakas;14000;REGIONAL 2;LE;Non LPU;Jl.Warakas I No 77A, Kel. Warakas, Kec. Tanjung Priok, Jakarta Utara;DKI Jakarta;-6.118.972;106.874.518
PAKET 3A;14350A;Jakartapremiersunter;14000;REGIONAL 2;KCP;Non LPU;Jl. Danau Agung II Jakarta Utara, Kel. Sunter Agung, Kec. Tanjung Priok, Jakarta Utara;DKI Jakarta;-6.144.775;106.864.671
PAKET 3A;14350D1;LE Suntermall;14000;REGIONAL 2;LE;Non LPU;Jl.Sunter Raya Selatan Komplek Pasar DKI Sunter, Kel. Sunter Agung, Kec. Tanjungpriok, Jakarta Utara;DKI Jakarta;-6.138.151;10.687.095
PAKET 3A;14420A;Jakartapremierpademanganbarat;14000;REGIONAL 2;KCP;Non LPU;Jl. Ampera Besar No. 25, Kel. Pademangan Barat, Kec. Pademangan, Jakarta Utara;DKI Jakarta;-6.132.106;106.840.576
PAKET 3A;14450A;Jakartapremiertelukgong;14000;REGIONAL 2;KCP;Non LPU;Jl. Kramat No. 99a, Kel. Kamal Muara, Kec. Penjaringan, Jakarta Utara;DKI Jakarta;-6.137.297;106.777.531
PAKET 3A;14450D1;LE Muaraangke;14000;REGIONAL 2;LE;Non LPU;Jl.Dermaga Dok Muara Angke, Kel. Pluit, Kec. Pejaringan, Jakarta Utara;DKI Jakarta;-6.110.348;106.773.222
PAKET 3A;15124;Jurumudibaru;15000;REGIONAL 2;KCP;Non LPU;Jl. Halim Perdana Kusuma No. 1, Kel. Jurumudi Baru, Kec. Benda, Kota Tangerang;Banten;-6.147.455;106.674.675
PAKET 3A;15134;Jatiuwung;15000;REGIONAL 2;KCP;Non LPU;Jl. Perum Pondok Makmur, Kel. Gebang Raya, Kec. Periuk,, Kota Tangerang;Banten;-618.431;106.591.156
PAKET 3A;15148;Cipondoh;15000;REGIONAL 2;KCP;Non LPU;Jl. KH. Hasyim Ashari No, 47, Kel. Cipondoh, Kec. Cipondoh, Kota Tangerang;Banten;-6.122.928.843;1.065.807.939
